"id","name","extra_gene","synonyms","url"
"CDH11","cadherin 11, type 2, OB-cadherin (osteoblast)","CDH11","1009,CDH11,ENSG00000140937,P55287","https://www.ncbi.nlm.nih.gov/gene/?term=1009"
"MYH9","myosin, heavy polypeptide 9, non-muscle","MYH9","4627,DFNA17,ENSG00000100345,MYH9,P35579","https://www.ncbi.nlm.nih.gov/gene/?term=4627"
"ECT2L","epithelial cell transforming sequence 2 oncogene-like","ECT2L","345930,C6orf91,ECT2L,ENSG00000203734,Q008S8","https://www.ncbi.nlm.nih.gov/gene/?term=345930"
"CDH17","cadherin 17","CDH17","1015,CDH17,ENSG00000079112,Q12864","https://www.ncbi.nlm.nih.gov/gene/?term=1015"
"ZNF198","zinc finger protein 198","ZNF198","7750,ENSG00000121741,Q9UBW7,ZMYM2,ZNF198","https://www.ncbi.nlm.nih.gov/gene/?term=7750"
"HLF","hepatic leukemia factor","HLF","3131,ENSG00000108924,HLF,Q16534","https://www.ncbi.nlm.nih.gov/gene/?term=3131"
"DCTN1","dynactin 1","DCTN1","1639,DCTN1,ENSG00000204843,Q14203","https://www.ncbi.nlm.nih.gov/gene/?term=1639"
"LEF1","lymphoid enhancer binding factor 1","LEF1","51176,ENSG00000138795,LEF1,Q9UJU2","https://www.ncbi.nlm.nih.gov/gene/?term=51176"
"RAP1GDS1","RAP1, GTP-GDP dissociation stimulator 1","RAP1GDS1","5910,ENSG00000138698,P52306,RAP1GDS1","https://www.ncbi.nlm.nih.gov/gene/?term=5910"
"ATP1A1","ATPase, Na+/K+ transporting, alpha 1 polypeptide","ATP1A1","476,ATP1A1,ENSG00000163399,P05023","https://www.ncbi.nlm.nih.gov/gene/?term=476"
"CBL","Cas-Br-M (murine) ecotropic retroviral transforming","CBL","867,CBL,CBL2,ENSG00000110395,P22681","https://www.ncbi.nlm.nih.gov/gene/?term=867"
"NT5C2","5'-nucleotidase, cytosolic II","NT5C2","22978,ENSG00000076685,NT5B,NT5C2,P49902","https://www.ncbi.nlm.nih.gov/gene/?term=22978"
"TFPT","TCF3 (E2A) fusion partner (in childhood leukaemia)","TFPT","29844,ENSG00000105619,P0C1Z6,TFPT","https://www.ncbi.nlm.nih.gov/gene/?term=29844"
"MUC1","mucin 1, transmembrane","MUC1","4582,ENSG00000185499,MCKD1,MUC1,P15941,PUM","https://www.ncbi.nlm.nih.gov/gene/?term=4582"
"ERBB3","erb-b2 receptor tyrosine kinase 3","ERBB3","2065,ENSG00000065361,ERBB3,LCCS2,P21860","https://www.ncbi.nlm.nih.gov/gene/?term=2065"
"ERBB4","erb-b2 receptor tyrosine kinase 4","ERBB4","2066,ENSG00000178568,ERBB4,Q15303","https://www.ncbi.nlm.nih.gov/gene/?term=2066"
"GNA11","guanine nucleotide binding protein (G protein), alpha 11 (Gq class)","GNA11","2767,ENSG00000088256,GNA11,HHC2,P29992","https://www.ncbi.nlm.nih.gov/gene/?term=2767"
"LEPROTL1","leptin receptor overlapping transcript like 1","LEPROTL1","23484,ENSG00000104660,LEPROTL1,O95214","https://www.ncbi.nlm.nih.gov/gene/?term=23484"
"POLD1","DNA polymerase delta 1, catalytic subunit","POLD1","5424,ENSG00000062822,P28340,POLD,POLD1","https://www.ncbi.nlm.nih.gov/gene/?term=5424"
"ERBB2","v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)","ERBB2","2064,ENSG00000141736,ERBB2,HER2,NGL,P04626","https://www.ncbi.nlm.nih.gov/gene/?term=2064"
"DROSHA","drosha ribonuclease III","DROSHA","29102,DROSHA,ENSG00000113360,Q9NRR4,RNASEN","https://www.ncbi.nlm.nih.gov/gene/?term=29102"
"MAPK1","mitogen-activated protein kinase 1","MAPK1","5594,ENSG00000100030,MAPK1,P28482,PRKM1,PRKM2","https://www.ncbi.nlm.nih.gov/gene/?term=5594"
"LRIG3","leucine-rich repeats and immunoglobulin-like domains 3","LRIG3","121227,ENSG00000139263,LRIG3,Q6UXM1","https://www.ncbi.nlm.nih.gov/gene/?term=121227"
"VHL","von Hippel-Lindau syndrome gene","VHL","7428,ENSG00000134086,P40337,VHL","https://www.ncbi.nlm.nih.gov/gene/?term=7428"
"MUC4","mucin 4, cell surface associated","MUC4","4585,ENSG00000145113,MUC4,Q99102","https://www.ncbi.nlm.nih.gov/gene/?term=4585"
"MUTYH","mutY homolog (E. coli)","MUTYH","4595,ENSG00000132781,MUTYH,Q9UIF7","https://www.ncbi.nlm.nih.gov/gene/?term=4595"
"SPEN","spen family transcriptional repressor","SPEN","23013,ENSG00000065526,Q96T58,SPEN","https://www.ncbi.nlm.nih.gov/gene/?term=23013"
"POLQ","DNA polymerase theta","POLQ","10721,ENSG00000051341,POLQ","https://www.ncbi.nlm.nih.gov/gene/?term=10721"
"TCF7L2","transcription factor 7-like 2","TCF7L2","6934,ENSG00000148737,Q9NQB0,TCF4,TCF7L2","https://www.ncbi.nlm.nih.gov/gene/?term=6934"
"TAF15","TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa","TAF15","8148,ENSG00000172660,Q92804,TAF15,TAF2N","https://www.ncbi.nlm.nih.gov/gene/?term=8148"
"ATP2B3","ATPase, Ca++ transporting, plasma membrane 3","ATP2B3","492,ATP2B3,CLA2,ENSG00000067842,Q16720,SCAX1","https://www.ncbi.nlm.nih.gov/gene/?term=492"
"PDE4DIP","phosphodiesterase 4D interacting protein (myomegalin)","PDE4DIP","9659,CMYA2,ENSG00000178104,PDE4DIP,Q5VU43","https://www.ncbi.nlm.nih.gov/gene/?term=9659"
"DEK","DEK oncogene (DNA binding)","DEK","7913,DEK,ENSG00000124795,P35659","https://www.ncbi.nlm.nih.gov/gene/?term=7913"
"ACVR2A","activin A receptor type 2A","ACVR2A","92,ACVR2,ACVR2A,ENSG00000121989,P27037","https://www.ncbi.nlm.nih.gov/gene/?term=92"
"TSHR","thyroid stimulating hormone receptor","TSHR","","https://www.ncbi.nlm.nih.gov/gene/?term=7253"
"TEC","tec protein tyrosine kinase","TEC","7006,ENSG00000135605,P42680,TEC","https://www.ncbi.nlm.nih.gov/gene/?term=7006"
"ERCC3","excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)","ERCC3","2071,ENSG00000163161,ERCC3,P19447","https://www.ncbi.nlm.nih.gov/gene/?term=2071"
"ERCC4","excision repair cross-complementing rodent repair deficiency, complementation group 4","ERCC4","2072,ENSG00000175595,ERCC4,Q92889,XPF","https://www.ncbi.nlm.nih.gov/gene/?term=2072"
"FAM131B","family with sequence similarity 131, member B","FAM131B","9715,ENSG00000159784,FAM131B,Q86XD5","https://www.ncbi.nlm.nih.gov/gene/?term=9715"
"ERCC2","excision repair cross-complementing rodent repair deficiency, complementation group 2 (xeroderma pigmentosum D)","ERCC2","2068,ENSG00000104884,ERCC2,P18074,XPD","https://www.ncbi.nlm.nih.gov/gene/?term=2068"
"ACKR3","atypical chemokine receptor 3","ACKR3","A8K6J4,ACKR3,CMKOR1,CXCR7,ENSG00000144476,P25106,Q53RV4,Q8NE10,Q92938,Q92986","https://www.ncbi.nlm.nih.gov/gene/?term=57007"
"BAX","BCL2 associated X, apoptosis regulator","BAX","581,BAX,ENSG00000087088,Q07812","https://www.ncbi.nlm.nih.gov/gene/?term=581"
"ERCC5","excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))","ERCC5","2073,ENSG00000134899,ERCC5,ERCM2,P28715,XPGC","https://www.ncbi.nlm.nih.gov/gene/?term=2073"
"KRAS","v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog","KRAS","3845,ENSG00000133703,KRAS,KRAS2,P01116","https://www.ncbi.nlm.nih.gov/gene/?term=3845"
